Type,Name_or_Title,URL,Date,Other_Info,User,Source
GENERAL,bitcoin,2022-02-25 11:34:17.774242,RECENT_SEARCH,mobile,/private/var/mobile/Containers/Data/Application/DFBE7354-6812-46AA-AE50-AC1D75ED0438/Library/Preferences/com.apple.mobilesafari.plist
GENERAL,liss hoper,2022-02-23 20:41:37.349627,RECENT_SEARCH,mobile,/private/var/mobile/Containers/Data/Application/DFBE7354-6812-46AA-AE50-AC1D75ED0438/Library/Preferences/com.apple.mobilesafari.plist
GENERAL,feyenoord,2022-02-17 17:16:11.665643,RECENT_SEARCH,mobile,/private/var/mobile/Containers/Data/Application/DFBE7354-6812-46AA-AE50-AC1D75ED0438/Library/Preferences/com.apple.mobilesafari.plist
GENERAL,bitvavo btc,2022-02-17 17:11:34.417656,RECENT_SEARCH,mobile,/private/var/mobile/Containers/Data/Application/DFBE7354-6812-46AA-AE50-AC1D75ED0438/Library/Preferences/com.apple.mobilesafari.plist
GENERAL,mediamarkt,2022-02-16 16:20:05.316541,RECENT_SEARCH,mobile,/private/var/mobile/Containers/Data/Application/DFBE7354-6812-46AA-AE50-AC1D75ED0438/Library/Preferences/com.apple.mobilesafari.plist
GENERAL,guicci,2022-02-14 16:58:58.742841,RECENT_SEARCH,mobile,/private/var/mobile/Containers/Data/Application/DFBE7354-6812-46AA-AE50-AC1D75ED0438/Library/Preferences/com.apple.mobilesafari.plist
GENERAL,voordeeldrogisterij,2022-02-14 09:51:57.644837,RECENT_SEARCH,mobile,/private/var/mobile/Containers/Data/Application/DFBE7354-6812-46AA-AE50-AC1D75ED0438/Library/Preferences/com.apple.mobilesafari.plist
GENERAL,beltegoed controleren,2022-02-14 09:49:28.356924,RECENT_SEARCH,mobile,/private/var/mobile/Containers/Data/Application/DFBE7354-6812-46AA-AE50-AC1D75ED0438/Library/Preferences/com.apple.mobilesafari.plist
GENERAL,bitcoin koers,2022-02-10 15:27:03.116544,RECENT_SEARCH,mobile,/private/var/mobile/Containers/Data/Application/DFBE7354-6812-46AA-AE50-AC1D75ED0438/Library/Preferences/com.apple.mobilesafari.plist
GENERAL,bnieuwe sim kaart whatsapp,2022-02-04 13:36:52.334490,RECENT_SEARCH,mobile,/private/var/mobile/Containers/Data/Application/DFBE7354-6812-46AA-AE50-AC1D75ED0438/Library/Preferences/com.apple.mobilesafari.plist
GENERAL,accountancynieuws,2022-02-01 12:53:59.716612,RECENT_SEARCH,mobile,/private/var/mobile/Containers/Data/Application/DFBE7354-6812-46AA-AE50-AC1D75ED0438/Library/Preferences/com.apple.mobilesafari.plist
